,WD17CD,comparison_Number_of_charities
2890,E05009007,12
2891,E05009008,11
2892,E05009011,10
2893,E05009012,6
2894,E05009013,11
2895,E05009014,22
2896,E05009015,16
2897,E05009017,11
2898,E05009018,10
2899,E05009024,14
2900,E05009025,18
2901,E05009026,34
2902,E05009027,1
2903,E05009034,31
2904,E05009035,40
2905,E05009038,14
2906,E05009039,8
2907,E05009040,11
2908,E05009042,5
2909,E05009047,3
2910,E05009050,5
2911,E05009053,18
2912,E05009055,1
2913,E05009060,1
2914,E05009061,4
2915,E05009062,20
2916,E05009063,13
2917,E05009067,3
2918,E05009078,28
2919,E05009080,5
2920,E05009082,13
2921,E05009085,6
2922,E05009086,5
2923,E05009087,15
2924,E05009088,50
2925,E05009089,13
2926,E05009090,10
2927,E05009091,2
2928,E05009092,5
2929,E05009093,32
2930,E05009094,8
2931,E05009095,12
2932,E05009096,8
2933,E05009097,19
2934,E05009098,7
2935,E05009099,1
2936,E05009100,4
2937,E05009101,34
2938,E05009102,6
2939,E05009103,29
2940,E05009104,5
2941,E05009105,9
2942,E05009106,28
2943,E05009107,3
2944,E05009108,1
2945,E05009109,30
2946,E05009110,2
2947,E05009111,2
2948,E05009112,6
2949,E05009113,9
2950,E05009114,6
2951,E05009115,6
2952,E05009116,13
2953,E05009117,11
2954,E05009118,8
2955,E05009119,14
2956,E05009120,15
2957,E05009121,6
2958,E05009122,21
2959,E05009123,26
2960,E05009124,13
2961,E05009125,9
2962,E05009126,5
2963,E05009127,7
2964,E05009128,27
2965,E05009129,1
2966,E05009130,4
2967,E05009131,30
2968,E05009132,35
2969,E05009133,7
2970,E05009134,16
2971,E05009135,19
2972,E05009136,12
2973,E05009137,5
2974,E05009138,6
2975,E05009139,34
2976,E05009140,16
2977,E05009141,5
2978,E05009142,17
2979,E05009143,19
2980,E05009144,10
2981,E05009145,15
2982,E05009146,16
2983,E05009147,3
2984,E05009148,34
2985,E05009149,3
2986,E05009150,6
2987,E05009151,23
2988,E05009152,11
2989,E05009153,4
2990,E05009154,32
2991,E05009155,5
2992,E05009156,19
2993,E05009157,6
2994,E05009158,30
2995,E05009159,13
2996,E05009160,8
2997,E05009161,5
2998,E05009162,14
2999,E05009163,17
3000,E05009164,22
3001,E05009165,12
3002,E05009166,9
3003,E05009167,16
3004,E05009168,8
3005,E05009169,4
3006,E05009170,8
3007,E05009171,11
3008,E05009172,16
3009,E05009173,14
3010,E05009175,31
3011,E05009176,18
3012,E05009177,9
3013,E05009178,5
3014,E05009179,9
3015,E05009180,8
3016,E05009181,7
3017,E05009183,6
3018,E05009184,17
3019,E05009185,22
3020,E05009186,8
3021,E05009187,18
3022,E05009188,18
3023,E05009189,9
3024,E05009190,6
3025,E05009191,17
3026,E05009192,13
3027,E05009193,10
3028,E05009195,19
3029,E05009196,7
3030,E05009197,13
3031,E05009198,24
3032,E05009199,6
3033,E05009200,8
3034,E05009201,13
3035,E05009202,7
3036,E05009203,13
3037,E05009204,10
3038,E05009205,24
3039,E05009206,28
3040,E05009207,8
3041,E05009208,20
3042,E05009209,4
3043,E05009210,23
3044,E05009211,21
3045,E05009212,21
3046,E05009213,13
3047,E05009214,9
3048,E05009215,24
3049,E05009217,17
3050,E05009223,17
3051,E05009224,9
3052,E05009225,23
3053,E05009226,9
3054,E05009227,4
3055,E05009228,18
3056,E05009229,8
3057,E05009230,8
3058,E05009232,6
3059,E05009233,8
3060,E05009234,17
3061,E05009236,39
3062,E05009237,13
3063,E05009238,19
3064,E05009239,15
3065,E05009240,9
3066,E05009243,13
3067,E05009244,7
3068,E05009245,10
3069,E05009246,9
3070,E05009247,5
3071,E05009248,24
3072,E05009249,21
3073,E05009250,1
3074,E05009251,16
3075,E05009252,13
3076,E05009254,19
3077,E05009255,41
3078,E05009256,17
3079,E05009257,7
3080,E05009258,25
3081,E05009259,38
3082,E05009261,11
3083,E05009262,17
3084,E05009263,12
3085,E05009264,16
3086,E05009265,16
3087,E05009266,9
3088,E05009267,5
3089,E05009268,11
3090,E05009269,35
3091,E05009271,20
3092,E05009272,8
3093,E05009273,9
3094,E05009274,20
3095,E05009279,18
3096,E05009280,14
3097,E05009281,30
3098,E05009282,16
3099,E05009283,18
3100,E05009284,9
3101,E05009285,1
3102,E05009286,16
3103,E05009287,17
3104,E05009288,15
3105,E05009292,59
3106,E05009302,30
3107,E05009304,20
3108,E05009305,88
3109,E05009308,3
3110,E05009309,24
3111,E05009310,12
3112,E05009313,16
3113,E05009330,5
3114,E05009352,20
3115,E05009353,14
3116,E05009354,18
3117,E05009355,18
3118,E05009356,23
3119,E05009357,17
3120,E05009358,41
3121,E05009359,29
3122,E05009360,60
3123,E05009361,22
3124,E05009362,15
3125,E05009363,22
3126,E05009364,29
3127,E05009365,10
3128,E05009377,42
3129,E05009378,5
3130,E05009389,20
3131,E05009391,14
3132,E05009393,3
3133,E05009394,1
3134,E05009402,42
3135,E05009403,11
3136,E05009405,20
3137,E05009409,14
3138,E05009410,17
3139,E05009411,9
3140,E05009412,19
3141,E05009413,16
3142,E05009415,5
3143,E05009416,39
3144,E05009417,31
3145,E05009418,63
3146,E05009420,36
3147,E05009421,24
3148,E05009423,23
3149,E05009426,8
3150,E05009429,1
3151,E05009432,6
3152,E05009434,10
3153,E05009437,3
3154,E05009444,13
3155,E05009461,23
3156,E05009462,4
3157,E05009472,3
3158,E05009476,3
3159,E05009492,3
3160,E05009493,5
3161,E05009494,5
3162,E05009495,5
3163,E05009496,11
3164,E05009497,2
3165,E05009499,2
3166,E05009500,18
3167,E05009501,8
3168,E05009502,12
3169,E05009503,13
3170,E05009504,2
3171,E05009505,16
3172,E05009506,9
3173,E05009507,26
3174,E05009509,1
3175,E05009510,3
3176,E05009512,8
3177,E05009513,2
3178,E05009514,6
3179,E05009516,4
3180,E05009517,18
3181,E05009518,7
3182,E05009519,29
3183,E05009520,19
3184,E05009521,16
3185,E05009522,12
3186,E05009523,14
3187,E05009524,18
3188,E05009525,33
3189,E05009526,13
3190,E05009527,10
3191,E05009528,23
3192,E05009529,27
3193,E05009530,38
3194,E05009535,6
3195,E05009536,16
3196,E05009537,13
3197,E05009538,6
3198,E05009539,11
3199,E05009540,16
3200,E05009541,16
3201,E05009544,12
3202,E05009546,5
3203,E05009547,33
3204,E05009548,2
3205,E05009549,13
3206,E05009551,10
3207,E05009552,4
3208,E05009553,5
3209,E05009554,17
3210,E05009555,8
3211,E05009556,3
3212,E05009557,5
3213,E05009558,8
3214,E05009559,18
3215,E05009560,18
3216,E05009561,11
3217,E05009562,9
3218,E05009563,5
3219,E05009564,6
3220,E05009565,17
3221,E05009567,14
3222,E05009568,8
3223,E05009569,20
3224,E05009570,35
3225,E05009572,12
3226,E05009573,8
3227,E05009574,9
3228,E05009575,24
3229,E05009576,17
3230,E05009577,32
3231,E05009578,11
3232,E05009579,26
3233,E05009581,10
3234,E05009582,4
3235,E05009583,10
3236,E05009587,7
3237,E05009589,9
3238,E05009590,21
3239,E05009591,25
3240,E05009621,13
3241,E05009622,1
3242,E05009623,16
3243,E05009624,13
3244,E05009625,12
3245,E05009626,11
3246,E05009627,4
3247,E05009628,19
3248,E05009629,3
3249,E05009630,1
3250,E05009631,12
3251,E05009632,14
3252,E05009633,7
3253,E05009634,6
3254,E05009635,15
3255,E05009637,6
3256,E05009640,9
3257,E05009641,8
3258,E05009642,7
3259,E05009643,10
3260,E05009644,4
3261,E05009645,10
3262,E05009650,27
3263,E05009651,2
3264,E05009653,2
3265,E05009654,6
3266,E05009656,9
3267,E05009657,15
3268,E05009658,21
3269,E05009659,19
3270,E05009660,7
3271,E05009664,11
3272,E05009665,25
3273,E05009666,12
3274,E05009667,6
3275,E05009668,16
3276,E05009669,7
3277,E05009670,2
3278,E05009671,18
3279,E05009672,1
3280,E05009675,47
3281,E05009676,1
3282,E05009677,22
3283,E05009678,7
3284,E05009683,24
3285,E05009690,10
3286,E05009697,16
3287,E05009701,20
3288,E05009706,12
3289,E05009709,18
3290,E05009710,9
3291,E05009711,14
3292,E05009713,9
3293,E05009714,7
3294,E05009715,8
3295,E05009716,4
3296,E05009717,6
3297,E05009718,2
3298,E05009719,1
3299,E05009720,12
3300,E05009721,23
3301,E05009723,22
3302,E05009726,13
3303,E05009727,21
3304,E05009728,24
3305,E05009729,13
3306,E05009730,20
3307,E05009731,8
3308,E05009733,37
3309,E05009734,22
3310,E05009735,21
3311,E05009736,38
3312,E05009737,50
3313,E05009738,9
3314,E05009739,13
3315,E05009740,13
3316,E05009741,21
3317,E05009742,22
3318,E05009744,25
3319,E05009747,28
3320,E05009750,35
3321,E05009751,18
3322,E05009752,18
3323,E05009753,5
3324,E05009754,33
3325,E05009755,14
3326,E05009756,20
3327,E05009757,25
3328,E05009758,23
3329,E05009759,34
3330,E05009760,8
3331,E05009762,23
3332,E05009764,18
3333,E05009765,18
3334,E05009766,6
3335,E05009767,21
3336,E05009768,24
3337,E05009769,26
3338,E05009771,19
3339,E05009772,20
3340,E05009773,22
3341,E05009774,27
3342,E05009775,18
3343,E05009777,3
3344,E05009779,21
3345,E05009780,22
3346,E05009781,7
3347,E05009782,9
3348,E05009783,37
3349,E05009784,21
3350,E05009785,7
3351,E05009786,13
3352,E05009787,8
3353,E05009788,21
3354,E05009789,20
3355,E05009790,17
3356,E05009791,13
3357,E05009793,20
3358,E05009795,29
3359,E05009796,12
3360,E05009797,10
3361,E05009798,11
3362,E05009799,9
3363,E05009800,12
3364,E05009801,14
3365,E05009802,28
3366,E05009803,55
3367,E05009804,24
3368,E05009805,10
3369,E05009806,7
3370,E05009807,6
3371,E05009808,7
3372,E05009809,17
3373,E05009810,12
3374,E05009811,10
3375,E05009812,17
3376,E05009813,13
3377,E05009814,16
3378,E05009815,16
3379,E05009816,4
3380,E05009817,5
3381,E05009818,8
3382,E05009819,16
3383,E05009820,7
3384,E05009821,27
3385,E05009822,11
3386,E05009873,18
3387,E05009874,3
3388,E05009875,9
3389,E05009876,5
3390,E05009877,6
3391,E05009878,12
3392,E05009879,12
3393,E05009880,15
3394,E05009881,13
3395,E05009882,9
3396,E05009883,15
3397,E05009884,6
3398,E05009885,1
3399,E05009886,3
3400,E05009887,10
3401,E05009888,17
3402,E05009889,11
3403,E05009890,4
3404,E05009891,20
3405,E05009892,7
3406,E05009893,1
3407,E05009894,4
3408,E05009895,13
3409,E05009896,8
3410,E05009897,12
3411,E05009898,24
3412,E05009899,10
3413,E05009900,9
3414,E05009901,10
3415,E05009902,9
3416,E05009903,2
3417,E05009904,5
3418,E05009905,18
3419,E05009906,5
3420,E05009907,18
3421,E05009908,19
3422,E05009910,21
3423,E05009911,24
3424,E05009912,17
3425,E05009913,15
3426,E05009914,13
3427,E05009915,1
3428,E05009919,8
3429,E05009921,35
3430,E05009922,16
3431,E05009923,19
3432,E05009924,12
3433,E05009925,12
3434,E05009926,29
3435,E05009927,11
3436,E05009928,15
3437,E05009929,8
3438,E05009931,18
3439,E05009956,1
3440,E05009957,42
3441,E05009959,3
3442,E05009961,15
3443,E05009962,33
3444,E05009963,11
3445,E05009965,18
3446,E05009970,11
3447,E05009975,13
3448,E05009985,17
3449,E05009986,9
3450,E05009996,30
3451,E05009997,17
3452,E05009998,6
3453,E05009999,6
3454,E05010000,8
3455,E05010001,7
3456,E05010002,15
3457,E05010005,33
3458,E05010006,17
3459,E05010007,10
3460,E05010009,10
3461,E05010012,14
3462,E05010014,18
3463,E05010015,8
3464,E05010016,22
3465,E05010017,10
3466,E05010018,20
3467,E05010019,5
3468,E05010020,46
3469,E05010021,9
3470,E05010022,13
3471,E05010023,20
3472,E05010024,32
3473,E05010025,15
3474,E05010026,12
3475,E05010027,17
3476,E05010028,7
3477,E05010033,7
3478,E05010034,14
3479,E05010036,11
3480,E05010043,14
3481,E05010044,32
3482,E05010047,3
3483,E05010048,6
3484,E05010049,1
3485,E05010051,5
3486,E05010052,10
3487,E05010054,7
3488,E05010055,8
3489,E05010058,10
3490,E05010059,5
3491,E05010060,16
3492,E05010062,4
3493,E05010063,14
3494,E05010064,10
3495,E05010065,14
3496,E05010066,5
3497,E05010067,8
3498,E05010068,13
3499,E05010069,24
3500,E05010070,29
3501,E05010071,13
3502,E05010072,21
3503,E05010073,27
3504,E05010074,21
3505,E05010075,13
3506,E05010076,10
3507,E05010077,13
3508,E05010078,15
3509,E05010079,16
3510,E05010080,4
3511,E05010081,63
3512,E05010082,21
3513,E05010083,14
3514,E05010084,10
3515,E05010085,20
3516,E05010086,29
3517,E05010087,14
3518,E05010090,4
3519,E05010091,7
3520,E05010092,5
3521,E05010093,7
3522,E05010094,10
3523,E05010095,4
3524,E05010096,8
3525,E05010097,1
3526,E05010098,3
3527,E05010099,4
3528,E05010100,4
3529,E05010101,2
3530,E05010102,4
3531,E05010103,6
3532,E05010104,1
3533,E05010105,7
3534,E05010106,7
3535,E05010107,2
3536,E05010109,2
3537,E05010110,1
3538,E05010111,6
3539,E05010112,2
3540,E05010113,2
3541,E05010114,2
3542,E05010115,12
3543,E05010116,20
3544,E05010117,10
3545,E05010118,2
3546,E05010119,5
3547,E05010120,12
3548,E05010121,4
3549,E05010122,2
3550,E05010123,2
3551,E05010124,2
3552,E05010125,4
3553,E05010126,15
3554,E05010127,18
3555,E05010129,7
3556,E05010131,8
3557,E05010132,1
3558,E05010134,11
3559,E05010135,12
3560,E05010136,18
3561,E05010140,2
3562,E05010142,34
3563,E05010148,10
3564,E05010149,4
3565,E05010150,13
3566,E05010151,10
3567,E05010152,12
3568,E05010153,19
3569,E05010155,21
3570,E05010157,7
3571,E05010158,10
3572,E05010159,7
3573,E05010160,6
3574,E05010161,9
3575,E05010162,3
3576,E05010163,23
3577,E05010164,22
3578,E05010165,3
3579,E05010166,19
3580,E05010167,19
3581,E05010168,15
3582,E05010170,7
3583,E05010171,18
3584,E05010176,11
3585,E05010177,26
3586,E05010179,2
3587,E05010182,3
3588,E05010183,13
3589,E05010184,6
3590,E05010185,26
3591,E05010186,7
3592,E05010187,12
3593,E05010188,19
3594,E05010189,28
3595,E05010190,13
3596,E05010191,2
3597,E05010193,13
3598,E05010194,1
3599,E05010195,22
3600,E05010196,24
3601,E05010197,15
3602,E05010198,20
3603,E05010199,23
3604,E05010200,25
3605,E05010201,8
3606,E05010202,25
3607,E05010203,4
3608,E05010204,7
3609,E05010208,11
3610,E05010209,6
3611,E05010210,24
3612,E05010211,17
3613,E05010212,3
3614,E05010213,7
3615,E05010217,9
3616,E05010218,9
3617,E05010221,5
3618,E05010222,9
3619,E05010223,4
3620,E05010226,9
3621,E05010230,7
3622,E05010232,5
3623,E05010234,2
3624,E05010237,34
3625,E05010238,21
3626,E05010239,13
3627,E05010240,12
3628,E05010241,16
3629,E05010242,18
3630,E05010243,14
3631,E05010244,12
3632,E05010245,11
3633,E05010246,36
3634,E05010247,18
3635,E05010248,15
3636,E05010249,16
3637,E05010250,32
3638,E05010251,25
3639,E05010252,11
3640,E05010253,11
3641,E05010254,22
3642,E05010255,27
3643,E05010256,27
3644,E05010257,19
3645,E05010258,6
3646,E05010259,5
3647,E05010260,18
3648,E05010261,8
3649,E05010262,34
3650,E05010263,19
3651,E05010264,3
3652,E05010265,3
3653,E05010266,4
3654,E05010267,4
3655,E05010268,7
3656,E05010269,2
3657,E05010270,5
3658,E05010271,6
3659,E05010272,4
3660,E05010273,8
3661,E05010274,7
3662,E05010275,11
3663,E05010276,17
3664,E05010277,34
3665,E05010278,27
3666,E05010279,10
3667,E05010280,3
3668,E05010281,20
3669,E05010282,8
3670,E05010283,7
3671,E05010284,21
3672,E05010285,25
3673,E05010286,14
3674,E05010287,24
3675,E05010288,9
3676,E05010289,14
3677,E05010290,6
3678,E05010291,13
3679,E05010292,6
3680,E05010293,10
3681,E05010294,9
3682,E05010295,8
3683,E05010296,20
3684,E05010297,7
3685,E05010298,19
3686,E05010299,14
3687,E05010300,15
3688,E05010301,3
3689,E05010302,9
3690,E05010303,13
3691,E05010304,11
3692,E05010305,13
3693,E05010306,5
3694,E05010307,7
3695,E05010308,23
3696,E05010309,32
3697,E05010310,33
3698,E05010311,15
3699,E05010312,18
3700,E05010313,15
3701,E05010314,15
3702,E05010315,29
3703,E05010316,18
3704,E05010317,10
3705,E05010318,33
3706,E05010319,29
3707,E05010320,27
3708,E05010321,11
3709,E05010322,29
3710,E05010323,30
3711,E05010324,40
3712,E05010325,24
3713,E05010326,21
3714,E05010327,31
3715,E05010328,39
3716,E05010329,17
3717,E05010330,19
3718,E05010331,26
3719,E05010332,44
3720,E05010333,26
3721,E05010334,22
3722,E05010335,15
3723,E05010336,29
3724,E05010337,10
3725,E05010339,13
3726,E05010340,10
3727,E05010341,28
3728,E05010342,25
3729,E05010343,18
3730,E05010344,53
3731,E05010345,26
3732,E05010346,23
3733,E05010347,13
3734,E05010348,10
3735,E05010349,29
3736,E05010350,15
3737,E05010351,6
3738,E05010352,18
3739,E05010353,8
3740,E05010354,8
3741,E05010355,13
3742,E05010356,6
3743,E05010357,24
3744,E05010358,17
3745,E05010359,6
3746,E05010360,11
3747,E05010361,52
3748,E05010362,1
3749,E05010363,12
3750,E05010364,37
3751,E05010372,3
3752,E05010374,19
3753,E05010380,4
3754,E05010381,7
3755,E05010382,16
3756,E05010383,10
3757,E05010429,2
3758,E05010432,31
3759,E05010433,23
3760,E05010434,17
3761,E05010435,12
3762,E05010436,24
3763,E05010437,5
3764,E05010438,52
3765,E05010440,20
3766,E05010441,34
3767,E05010444,16
3768,E05010445,24
3769,E05010446,4
3770,E05010447,13
3771,E05010448,11
3772,E05010449,31
3773,E05010450,34
3774,E05010451,12
3775,E05010452,25
3776,E05010453,15
3777,E05010455,30
3778,E05010456,27
3779,E05010457,54
3780,E05010479,9
3781,E05010480,11
3782,E05010481,7
3783,E05010482,4
3784,E05010483,8
3785,E05010484,25
3786,E05010485,13
3787,E05010486,8
3788,E05010487,18
3789,E05010488,23
3790,E05010489,10
3791,E05010490,18
3792,E05010491,18
3793,E05010492,14
3794,E05010493,17
3795,E05010494,41
3796,E05010495,3
3797,E05010496,11
3798,E05010497,26
3799,E05010498,21
3800,E05010499,23
3801,E05010500,9
3802,E05010501,18
3803,E05010502,18
3804,E05010503,19
3805,E05010504,41
3806,E05010505,23
3807,E05010506,8
3808,E05010507,13
3809,E05010508,12
3810,E05010509,5
3811,E05010510,11
3812,E05010511,26
3813,E05010512,22
3814,E05010513,26
3815,E05010515,5
3816,E05010521,5
3817,E05010523,3
3818,E05010524,3
3819,E05010525,2
3820,E05010526,12
3821,E05010527,14
3822,E05010528,4
3823,E05010533,7
3824,E05010534,17
3825,E05010535,9
3826,E05010536,12
3827,E05010537,21
3828,E05010538,28
3829,E05010539,9
3830,E05010540,14
3831,E05010541,13
3832,E05010542,9
3833,E05010543,6
3834,E05010544,27
3835,E05010545,12
3836,E05010546,11
3837,E05010547,30
3838,E05010548,17
3839,E05010549,36
3840,E05010550,15
3841,E05010551,18
3842,E05010552,20
3843,E05010553,20
3844,E05010554,8
3845,E05010555,6
3846,E05010556,12
3847,E05010557,25
3848,E05010558,10
3849,E05010559,11
3850,E05010560,12
3851,E05010561,16
3852,E05010562,13
3853,E05010563,15
3854,E05010564,9
3855,E05010565,25
3856,E05010566,22
3857,E05010567,4
3858,E05010572,1
3859,E05010580,5
3860,E05010584,7
3861,E05010605,18
3862,E05010607,8
3863,E05010608,13
3864,E05010609,10
3865,E05010613,21
3866,E05010615,3
3867,E05010616,2
3868,E05010617,15
3869,E05010618,10
3870,E05010619,10
3871,E05010622,11
3872,E05010623,2
3873,E05010624,23
3874,E05010625,3
3875,E05010626,19
3876,E05010627,4
3877,E05010628,10
3878,E05010629,9
3879,E05010630,10
3880,E05010631,11
3881,E05010633,2
3882,E05010634,5
3883,E05010635,11
3884,E05010636,2
3885,E05010637,13
3886,E05010638,3
3887,E05010639,2
3888,E05010640,14
3889,E05010641,7
3890,E05010642,5
3891,E05010643,5
3892,E05010644,3
3893,E05010645,10
3894,E05010646,4
3895,E05010647,14
3896,E05010648,1
3897,E05010649,16
3898,E05010650,3
3899,E05010651,18
3900,E05010652,13
3901,E05010653,11
3902,E05010656,11
3903,E05010659,11
3904,E05010660,7
3905,E05010662,2
3906,E05010663,1
3907,E05010664,18
3908,E05010666,13
3909,E05010668,10
3910,E05010669,10
3911,E05010670,43
3912,E05010672,9
3913,E05010673,3
3914,E05010674,6
3915,E05010675,4
3916,E05010676,3
3917,E05010677,5
3918,E05010678,9
3919,E05010679,13
3920,E05010680,7
3921,E05010681,11
3922,E05010682,4
3923,E05010683,3
3924,E05010684,1
3925,E05010685,4
3926,E05010686,2
3927,E05010687,1
3928,E05010688,3
3929,E05010689,10
3930,E05010690,15
3931,E05010691,2
3932,E05010692,10
3933,E05010693,9
3934,E05010694,1
3935,E05010695,6
3936,E05010697,27
3937,E05010698,16
3938,E05010699,10
3939,E05010700,46
3940,E05010701,11
3941,E05010703,3
3942,E05010704,10
3943,E05010706,28
3944,E05010711,16
3945,E05010712,14
3946,E05010714,26
3947,E05010716,24
3948,E05010719,22
3949,E05010726,11
3950,E05010733,9
3951,E05010735,4
3952,E05010740,2
3953,E05010742,25
3954,E05010746,27
3955,E05010749,10
3956,E05010750,9
3957,E05010751,13
3958,E05010752,9
3959,E05010753,22
3960,E05010754,22
3961,E05010755,7
3962,E05010756,14
3963,E05010758,12
3964,E05010759,26
3965,E05010760,6
3966,E05010761,8
3967,E05010762,7
3968,E05010767,10
3969,E05010768,9
3970,E05010769,1
3971,E05010770,9
3972,E05010772,11
3973,E05010773,13
3974,E05010774,18
3975,E05010775,16
3976,E05010776,5
3977,E05010777,20
3978,E05010778,20
3979,E05010779,14
3980,E05010780,19
3981,E05010783,22
3982,E05010795,25
3983,E05010796,26
3984,E05010797,10
3985,E05010798,29
3986,E05010799,18
3987,E05010800,42
3988,E05010801,15
3989,E05010802,35
3990,E05010803,33
3991,E05010804,18
3992,E05010844,4
3993,E05010886,29
3994,E05010889,14
3995,E05010897,13
3996,E05010899,39
3997,E05010900,15
3998,E05010901,26
3999,E05010902,20
4000,E05010903,13
4001,E05010904,23
4002,E05010906,1
4003,E05010907,1
4004,E05010910,10
4005,E05010913,19
4006,E05010915,11
4007,E05010919,39
4008,E05010920,30
4009,E05010921,20
4010,E05010922,10
4011,E05010923,9
4012,E05010924,10
4013,E05010925,7
4014,E05010926,14
4015,E05010927,21
4016,E05010928,12
4017,E05010929,60
4018,E05010930,54
4019,E05010931,37
4020,E05010934,20
4021,E05010968,1
4022,E05010969,28
4023,E05010972,16
4024,E05010973,8
4025,E05010975,28
4026,E05010976,22
4027,E05010977,4
4028,E05010978,21
4029,E05010984,4
4030,E05010985,10
4031,E05010992,21
4032,E05010994,54
4033,E05010995,65
4034,E05010996,32
4035,E05010997,42
4036,E05010998,35
4037,E05010999,27
4038,E05011001,35
4039,E05011002,39
4040,E05011003,4
4041,E05011004,52
4042,E05011005,41
4043,E05011006,18
4044,E05011007,24
4045,E05011008,40
4046,E05011009,16
4047,E05011010,38
4048,E05011036,7
4049,E05011037,23
4050,E05011046,6
4051,E05011047,17
4052,E05011048,6
4053,E05011049,6
4054,E05011050,12
4055,E05011051,16
4056,E05011052,13
4057,E05011053,34
4058,E05011054,14
4059,E05011055,7
4060,E05011056,12
4061,E05011057,6
4062,E05011061,12
4063,E05011062,2
4064,E05011063,6
4065,E05011064,8
4066,E05011067,2
4067,E05011071,1
4068,E05011074,25
4069,E05011075,32
4070,E05011076,36
4071,E05011077,13
4072,E05011078,26
4073,E05011082,31
4074,E05011083,38
4075,E05011085,27
4076,E05011086,8
4077,E05011087,11
4078,E05011088,29
4079,E05011089,20
4080,E05011091,2
4081,E05011092,1
4082,E05011093,8
